FI,SF,NT,PT,EL,MY,SI,IL,AE,RA,EE,LE,FP,GY,EK,YF,SP,RT,VS,SG,VA,EQ,AG,GG,RS,TV,TG,TP,LA,HN,LG,KF,LS,KY,RR,DG,RG,GD,CS,DD,RD,NG,GN,GT,AV,IC,GE,PD,DC,GK,KG,DE,RY,CE,DR,NY,QG,CD,AY,GR,AD,YA,EC,GS,RA,EG,RK,NC,CK,VD,VR,PAAC14,PAAC4,PAAC25,PAAC26,PAAC11,PAAC19,PAAC22,PAAC52,PAAC5,PAAC32,PAAC12,PAAC51,class
0,0.555555556,0.952380952,0,0.446428571,0,0.793650794,0,1.465201465,0.530503979,0,0,0,0.694444444,0,1.25,0.264550265,0.689655172,0.653594771,0.617283951,0.150829563,0,0.142450142,0.308641975,0.191570881,0.784313725,0.740740741,0,0.641025641,0,0.173611111,0,0.347222222,0,1.575848016,1.042308999,2.118485681,0.975335647,0.796400856,1.106703652,0.964285636,0.989740865,0.964364116,1.28135337,1.233316149,0.766303858,0.818275763,0.770090972,0.606499026,1.0811719,0.859919175,1.57570516,0.440010486,0.36483202,0.868388034,0.790487019,0.551782606,0.977442376,0.986451293,1.599660076,0.748858528,0.689073333,0.396206423,2.349607292,0.797496742,0.757543987,0.713202545,0.164540864,0.262103557,0.580928226,0.880435304,0.612,0.857,1.742,1.864,1.959,0.49,1.782,1.877,0.49,1.671,0.245,1.882,1
0,0,0.699300699,0.480769231,0.178253119,1.785714286,0,0.346020761,0.055432373,0.304878049,0.309917355,0.267379679,0,0,0.213068182,0,0.431034483,0.641025641,0.202839757,0.481154771,0.143472023,0.181818182,0.22688599,0.32449973,0,0.226244344,0,0,0.143472023,0,0.09119927,0,0.135226504,0,1.269481886,1.276590403,1.194932946,2.055439704,0.916812658,1.867144564,1.320486953,1.828470112,0.96991716,1.2665305,2.465921593,0.218857531,2.121545948,1.405475584,0.238595344,1.76016751,1.352629113,2.141170227,0.550008527,0.534599497,1.171848958,0.410780886,1.123638695,0.284362819,0.74023236,2.057871123,1.745822778,0.493708383,0.490100582,2.510463143,2.035773019,2.007443205,1.733504891,0.217261158,0.333526236,2.032388602,1.363885416,0.198,1.148,1.697,1.809,2.019,0.356,1.694,1.739,0.277,1.779,1.346,1.807,1
0.086943921,0.058761312,0.147411093,0.039192632,0.101626016,0.069444444,0.122314808,0.094719394,0.073964497,0.065189048,0.06574622,0.085991245,0.023691068,0.032552083,0.084345479,0.093283582,0.074990626,0.041849759,0.108607114,0.049212598,0.044208665,0.103950104,0.090144231,0.09765625,0.093420526,0.09933305,0.038580247,0.039192632,0.105534709,0.102933608,0.085746951,0.17674784,0.062415978,0.082236842,4.542074385,4.393518587,3.633418663,3.694056312,1.005161665,4.69884857,3.787660682,2.880021695,2.643910507,5.642603851,5.424773622,1.045789539,3.84040625,4.253942902,1.16611355,3.210181449,3.421589892,5.364635788,2.33243685,0.72223263,6.394141365,1.074774205,2.466205933,0.939850577,2.387353521,3.964098818,6.431520198,2.813671244,0.668813057,7.503675846,6.551666701,3.396923172,3.245384416,0.561023831,0.697120201,4.125167004,6.861645698,0.947,1.06,1.812,1.782,2.319,0.679,1.78,1.736,0.212,1.695,1.089,1.784,1
1.111111111,0,0,0,0.784313725,0,0.555555556,1.176470588,0,1.234567901,0.444444444,0.784313725,0,0,0.606060606,0,0,0,0.595238095,0,0,0,0,0,0.925925926,0,0,0,0.653594771,0,0.980392157,1.515151515,0.490196078,0,0.303989584,0.020586316,0.862349972,0.075036591,0.216592394,0.528210725,0.214613156,0.038998568,0.339108133,0.103616785,0.275330761,0.068820844,0.969196008,0.113758757,0.007710697,1.058380282,0.230451759,1.191725088,1.801386523,0.953377967,0.745175249,0.001276088,1.027827552,0.01012922,1.105437263,0.060715729,0.19965778,1.055013337,0.016822468,0.835172845,0.492026113,0.05654841,0.540100957,0.003310382,0.045403736,0.206150579,0.729277772,0.625,0.625,1.91,1.926,1.77,1.041,1.985,1.597,0.416,1.899,1.145,1.812,1
0.248138958,0.128205128,0.245700246,0.189393939,0.184672207,0,0.161290323,0.113186191,0.328947368,0.227272727,0.27700831,0.046168052,0.641025641,0.595238095,0,1.282051282,0.208333333,0.20661157,0.215053763,0.238095238,0.161290323,0.228832952,0,0,0.075757576,0.146627566,0,0,0,0.491400491,0.37593985,0.307692308,0.116959064,0.333333333,2.17555923,1.203000551,1.422784912,1.872141128,0.3686523,2.32484921,1.785175837,1.611630951,1.810451101,2.017342458,2.661095393,1.05814508,1.569921993,1.538148909,0.024704492,1.084695053,2.734027132,1.52822395,1.438220923,0.387537618,0.916498598,0.539103785,1.691226669,0.545161271,0.619149371,1.010166933,2.004352835,0.661421279,0.047819831,2.519724902,1.946799225,1.049619382,1.162677549,0.866027259,0.378486359,1.039497202,1.783274926,0.525,0.97,1.701,1.783,2.385,0.485,1.805,1.831,0.202,1.818,1.011,1.724,1
0.248138958,0.128205128,0.245700246,0.189393939,0.184672207,0,0.161290323,0.113186191,0.328947368,0.227272727,0.27700831,0.046168052,0.641025641,0.595238095,0,1.282051282,0.208333333,0.20661157,0.215053763,0.238095238,0.161290323,0.228832952,0,0,0.075757576,0.146627566,0,0,0,0.491400491,0.37593985,0.307692308,0.116959064,0.333333333,2.17555923,1.203000551,1.422784912,1.872141128,0.3686523,2.32484921,1.785175837,1.611630951,1.810451101,2.017342458,2.661095393,1.05814508,1.569921993,1.538148909,0.024704492,1.084695053,2.734027132,1.52822395,1.438220923,0.387537618,0.916498598,0.539103785,1.691226669,0.545161271,0.619149371,1.010166933,2.004352835,0.661421279,0.047819831,2.519724902,1.946799225,1.049619382,1.162677549,0.866027259,0.378486359,1.039497202,1.783274926,0.525,0.97,1.701,1.783,2.385,0.485,1.805,1.831,0.202,1.818,1.011,1.724,1
0.03739978,0.026289846,0.046405369,0.023173897,0.035950532,0.014688602,0.039379769,0.024774279,0.024467825,0.033415014,0.032846606,0.037748059,0.022526581,0.046598322,0.040362643,0.011324173,0.041113219,0.034311203,0.035273369,0.057471264,0.031588091,0.056921676,0.025733402,0.059453032,0.035118525,0.033448884,0.019817677,0.032443456,0.029457973,0.035696437,0.017014519,0.022219401,0.021929825,0.026873464,8.053615092,10.76516596,5.142543972,8.497719344,0.900225071,13.93023678,8.19719867,5.724837778,7.584347166,7.159649001,11.22941894,0.951098141,9.560207558,6.990407278,0.905448447,8.770400598,9.975263251,14.06474495,4.545125853,0.904024959,8.554655658,3.793443595,6.736177576,0.940501242,3.836410973,4.960808219,12.74336837,5.134976797,0.684335689,14.939174,9.458577886,13.99094942,8.916315949,0.655082582,1.035879217,14.57805551,10.54697789,1.108,1.164,1.79,1.818,1.889,0.916,1.772,1.739,0.26,1.764,1.09,1.725,1
0.657894737,1.041666667,1.111111111,3.333333333,0,0,0,0.956937799,0,0,0,1.515151515,4.166666667,0,1.851851852,2.272727273,2.777777778,2.5,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,0,0,1.01010101,0.541322717,0.099881557,0.055530082,0.319469594,0.813014057,0.543209286,0.003137569,0.041345511,0.046874923,0.139226909,0.258479351,1.737321007,0.300867296,0.003137569,0.155232798,0.072171614,0.209384307,0.789307819,0.184847992,1.235514057,0.691937569,0.206225073,0.17053363,0.250491245,0.067006875,0.007018079,0.157023701,0.346838263,0.301338977,0.619522851,0.23482804,0.171407502,1.220211306,0.298015507,2.388091245,0.063327901,0.387121961,0.978,0.978,1.721,1.768,1.468,1.468,1.715,1.621,1.345,1.672,2.201,1.872,1
0.323275862,0.161637931,0.151975684,0.332225914,0.031347962,0.267379679,0.14863258,0.156739812,0,0.56710775,0.178359096,0.156739812,0.145348837,0.125156446,0.270453009,0.367647059,0.160384924,0.155279503,0,0.110051357,0.27173913,0,0,0.135808058,0.224887556,0,0.303951368,0,0.316205534,0.354609929,0.193423598,0.06127451,0.12539185,0.057670127,2.747986565,4.027094477,2.148836271,3.486139126,1.400182235,4.727557538,2.536303095,5.261957826,3.165728829,3.882008207,2.663629547,1.191791119,4.013163032,2.720850243,0.261533961,2.609664816,3.520349267,4.473367179,0.884644195,0.986701599,2.345694388,0.947818791,1.344834332,0.295782465,1.663398301,2.079723527,3.635251278,2.814515721,1.556634935,4.502401559,2.249199903,3.103998784,1.964534132,0.144856175,0.163734329,3.354246899,1.73921097,0.837,1.438,1.763,1.778,1.438,0.889,1.739,1.84,0.183,1.703,1.334,1.718,1
0.115207373,0.155279503,0.148148148,0.284900285,0.149328024,0.23923445,0.140252454,0.197498354,0.110864745,0.075757576,0.297441999,0.099552016,0.183150183,0.097465887,0.174216028,0.37593985,0.22296544,0.12345679,0.103519669,0.322061192,0.216450216,0.143472023,0.168350168,0.137174211,0.289855072,0.176366843,0.137174211,0.189933523,0.185528757,0,0.113378685,0,0.266193434,0,3.298042299,3.049427051,1.836302575,3.267357232,1.05687412,3.291876879,2.298956051,4.603438936,2.496743515,3.661407321,2.340771069,1.167763693,3.631898245,2.307569439,0.231984333,2.095260838,3.131661248,3.317766172,0.591082293,0.975187576,2.333078045,0.72456498,1.033644825,0.287556143,1.792600961,1.639999537,3.081090411,2.628274585,1.504277072,3.418950288,2.040279323,2.529371582,1.671089657,0.095144214,0.144889936,3.253063847,1.543773654,0.819,0.994,1.746,1.828,1.433,0.555,1.794,1.81,0.234,1.78,0.819,1.736,1
0,0.172413793,0,0.512820513,0.120048019,0,0.492610837,0,0.280112045,0.216450216,0.230680507,0.240096038,0.384615385,0.416666667,0.350140056,0,0.530503979,0.454545455,0,0.143678161,0.22675737,0.428921569,0.396825397,0.173611111,0,0.158730159,0.138888889,0,0.485908649,0.694444444,0.255102041,0.357142857,0.140745954,0.357142857,0.87524771,1.272862946,0.766824314,1.3841739,0.933242119,1.435186974,0.916209545,0.942160071,1.303035211,1.306644334,1.058244695,0.402331842,1.583001834,0.611941427,1.299729174,1.263232941,1.185663287,2.51566472,1.39692893,0.358450262,1.253836646,0.621845817,0.791595929,0.311565303,0.47554696,1.198162282,1.211652166,0.860870652,1.476121052,2.026186797,1.16587595,1.427572266,1.255050345,0.306671344,0.441331507,1.428278374,0.862673323,0.87,0.994,1.788,1.813,2.03,0.456,1.798,1.808,0.373,1.829,1.201,1.828,1
0,0,0,0,0.793650794,0,0,1.19047619,0,7.142857143,0,0.793650794,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0.555555556,0,0.819742794,0.494469509,0.466021179,0.538068336,0.521001823,0.225950928,0.285194518,0.284294324,0.199897471,0.926956592,0.706001201,2.178086875,0.456413289,0.096491513,0.193336665,0.189793112,0.361814343,0.249067657,0.388539423,1.121746763,0.28521555,0.161998773,0.252251459,0.302623312,0.31981706,0.284948414,0.184420148,0.285521227,0.44625298,0.965719526,0.299510096,0.602450033,0.643566284,0.199456377,0.80379129,0.324214708,0.5925713,0.774,0.645,1.671,1.645,2.322,1.29,1.466,1.813,1.677,1.651,1.935,1.673,1
0.529100529,0,0,0,0,0,0.264550265,0.453514739,0,0,0,0,0,0,0.4048583,1.234567901,0.925925926,1.111111111,0.396825397,0.793650794,0.549450549,0,1.098901099,0,0,0,1.428571429,1.666666667,0,1.818181818,0,0,0.264550265,0,1.318488058,0.914941267,2.376710015,0.417350396,0.277684561,0.569558023,0.213323465,0.499421356,1.02081068,1.052667612,1.028497737,0.263815968,0.95393437,0.111860619,0.010793236,0.384395992,0.92503845,0.74526418,0.535738692,0.089435429,1.44933241,0.531726004,0.573528457,0.672404147,0.627052985,1.659309348,0.796139186,0.725475744,0.005895208,0.55600357,0.482800425,0.058255116,1.221129381,0.30603595,0.094872097,1.265267078,0.630956931,0.849,0.679,1.747,1.888,1.783,0.764,1.845,1.916,0.425,1.744,1.699,1.804,1
0,3.03030303,0,0,0.4048583,0,0.606060606,0,0,0,1.108033241,0.809716599,0,2.040816327,0,0,0,1.234567901,0.727272727,1.298701299,0.666666667,0,0,2.040816327,0,0.444444444,0,0,0,0,1.098901099,0,2.097902098,1.020408163,0.940508005,0.845977676,0.39091615,0.876603489,0.457081924,1.247837412,0.740241961,0.239820261,0.184229565,0.845128351,1.124729824,1.687338717,0.52176055,0.464706927,0.413986064,0.239413194,0.45390404,1.354887808,0.398938965,0.781694121,0.599661823,0.123611334,0.152136183,0.430833215,0.421645083,0.223562657,0.579274491,0.422479571,0.531932253,0.964564158,0.461263103,0.740521614,0.697135363,0.259068113,1.394949911,1.106695613,0.603467181,0.267,1.422,1.772,1.532,1.155,0.622,1.842,1.583,1.244,1.651,1.244,1.766,1
0,0,0,0.253378378,0.068681319,0.174825175,0.16025641,0.073964497,0.240384615,0.103950104,0.095663265,0.103021978,0.327600328,0.116550117,0.307881773,0.582750583,0.168918919,0,0.048449612,0.157828283,0,0.093984962,0.116550117,0.183654729,0.168918919,0.218023256,0.047348485,0,0.221893491,0,0.203962704,0,0.16025641,0.132625995,3.229852254,3.404901646,2.159265895,3.408924544,1.106367052,4.233836309,2.505509622,4.821578346,2.816346303,3.747389976,2.578386807,1.170341561,3.997637942,2.492144792,0.258818198,2.147915396,3.233147656,3.967924637,0.727472478,0.993275195,2.461989146,0.829580665,1.192998275,0.320363363,1.880181458,1.939266222,3.487596272,2.686202963,1.506984522,3.825526885,2.905581601,2.744171536,1.765670215,0.133696137,0.162607321,3.544306057,2.092916431,0.865,1.39,1.77,1.769,1.364,0.682,1.747,1.778,0.184,1.736,0.761,1.781,1
0.108225108,0.106837607,0.041356493,0.022492128,0.09469697,0,0.044400044,0.021645022,0.067640693,0.065231572,0.051652893,0.075757576,0.024366472,0.049677099,0.057977737,0.042087542,0.089968511,0.052687039,0.058655941,0.112091915,0.070028011,0.138580931,0.048790008,0.03359312,0.093665847,0.113122172,0.094577554,0.022492128,0.049603175,0.09487666,0.102459016,0.042517007,0.04985755,0.108225108,5.823656442,12.54738897,5.416882674,8.978749885,3.336070713,13.59492649,6.141288207,6.284878573,6.378285363,6.884118597,6.89056767,1.032225636,7.42801077,5.537500001,3.263603588,9.327487906,5.56960683,10.79843749,1.702026603,3.550565992,5.44640379,2.48646637,4.514663747,3.054804169,4.626827898,5.954813123,7.12118038,2.989267375,4.356905011,9.002321938,4.344328892,8.033734056,6.611718708,2.795103435,3.295161874,6.762718594,3.635594906,0.851,1.454,1.869,1.761,1.419,0.78,1.765,1.802,0.414,1.753,1.159,1.804,1
0.03169907,0.06339814,0.064279155,0.057471264,0.059473237,0.083333333,0.083210059,0.008986341,0.054274084,0.074626866,0.082644628,0.02548853,0.170519136,0.029761905,0.01540832,0.036630037,0.033156499,0.092592593,0.048562549,0.111607143,0.060304538,0.063424947,0.013326226,0.071747449,0.080128205,0.101010101,0.079365079,0.095785441,0.069744734,0.029515939,0.066755674,0.111752654,0.062904385,0.098870056,5.915433554,12.86294569,5.306027081,9.722649271,3.48009042,15.08161513,6.146134733,6.516275455,6.756980525,7.358370217,6.962049759,1.071022146,7.88180103,6.389853493,3.38292502,9.590121821,6.101750026,11.23909876,1.796166864,3.487467929,5.623811422,2.616799667,5.071561961,3.239575221,4.753973899,6.391461701,7.642752729,3.180032644,4.260386323,9.533784737,4.535868039,8.429482558,6.530513933,2.805142073,3.296374333,7.216270544,3.676144487,1.058,1.663,1.782,1.791,1.244,0.698,1.773,1.78,0.372,1.74,1.372,1.801,1
0.41322314,0.363636364,0,1.01010101,0.626959248,0,0.545454545,0.313479624,0.699300699,0,0.826446281,0,0,0.714285714,0,0.324675325,0.727272727,0.347222222,0.210526316,0,0.4048583,0,0.384615385,0.25,0.25,0.877192982,0.555555556,0,0.530503979,0,0.344827586,0,0.551724138,0,1.302791101,1.13462445,2.184514444,1.309818184,0.71713223,1.304406977,0.944689085,0.876398972,0.814814019,1.259465626,1.583984403,0.778938855,0.87370483,0.867876505,0.452743305,1.161755178,1.161715463,1.357415977,0.448315587,0.162318621,0.861994987,0.580223755,0.461844192,0.705996892,0.944818562,1.390249686,1.011531976,0.554631353,0.450798426,2.420966384,0.907234698,0.695204237,0.680701593,0.145942836,0.222088992,0.790024823,0.851290796,1.397,1.27,1.904,1.675,1.842,0.889,1.827,1.657,0.508,1.75,0.572,1.725,1
0,0.09057971,0.225225225,0,0.145772595,0,0.197628458,0.061842919,0.176366843,0.238948626,0.113378685,0.19436346,0.378787879,0.069013112,0.216450216,0,0.131752306,0.17921147,0.070126227,0.172532781,0.238948626,0.324675325,0.088183422,0.201562106,0.210378682,0.089605735,0.264550265,0,0.15117158,0.207900208,0.12957564,0,0.088731145,0.263504611,3.177314468,3.574209246,2.162914397,3.11279579,1.120995783,3.412259219,2.179946083,4.774200158,2.693346288,3.890845585,2.44381837,1.083989346,3.856652434,2.297850093,0.226134999,2.223554273,3.233793984,3.78687759,0.728730586,0.99946088,2.151665329,0.776637139,1.259151504,0.270480557,1.788566924,2.085150182,3.149927374,2.552180841,1.396143118,3.893390831,2.455429933,2.675690654,1.792683226,0.092228159,0.130685093,3.303500472,1.427729583,0.672,1.035,1.792,1.831,1.371,0.644,1.697,1.783,0.224,1.735,0.923,1.849,1
0.038376258,0.039729151,0.041276531,0.006799483,0.027631943,0,0.027734305,0.030820244,0.021043771,0.030864198,0.043362922,0.039912806,0.031675641,0.008488964,0.01772107,0.02406932,0.023913763,0.038782238,0.025213948,0.03107009,0.039267016,0.039872408,0.021505376,0.049947971,0.028853216,0.049340753,0.040533694,0.016998708,0.022796353,0.032931568,0.019609766,0.036371416,0.016359989,0.027700831,9.568803381,11.53261707,6.760012863,9.591925248,1.426782464,14.02437809,9.684494879,7.10000937,8.27339459,8.897727838,14.1385996,1.161855845,11.73192339,8.37698021,1.238970321,10.6441879,11.64635365,15.01839887,5.16490168,1.233402715,9.356296999,4.212481914,8.298211376,1.241988774,4.696498878,6.660765109,14.45571655,5.758258289,1.135590434,16.27498657,10.7309508,15.57533076,10.53173888,1.001214848,1.236972985,15.1245546,11.79516417,0.96,1.136,1.779,1.751,1.927,0.451,1.723,1.727,0.146,1.754,1.669,1.77,1
0.098619329,0.027277687,0.040330712,0.037686075,0.100494743,0,0.072740498,0.058275058,0.072886297,0.078064012,0.041649313,0.085034014,0.042034468,0.165837479,0.061842919,0.076540375,0.058132775,0.037686075,0.072910453,0.166360214,0.07788162,0.076530612,0.058788948,0.030483158,0.06975933,0.053711462,0.085142614,0.07537215,0.054112554,0.048732943,0.056116723,0.077700078,0.075220288,0.090456807,5.754503761,11.67427333,5.042061338,8.217001178,3.089064952,10.98078349,6.271802681,6.028990487,6.322506293,6.983861227,6.636772604,0.907755767,6.721547975,6.082946501,3.370014548,8.879810479,5.590696517,9.152320036,1.661192777,3.270682784,5.14915315,2.389082818,4.80835425,3.521120517,4.562066865,6.3518856,6.327539614,2.709425472,4.230318213,9.056830483,4.198727325,7.671976756,6.649785656,2.701885284,2.794417848,7.161356671,3.770058995,1.004,1.339,1.841,1.761,1.699,0.863,1.721,1.762,0.451,1.785,0.85,1.759,1
0.068870523,0.060606061,0.383141762,0.132625995,0.04842615,0,0.136363636,0.231124807,0.102040816,0,0.224489796,0.072639225,0.116550117,0.153846154,0.046838407,0.233100233,0.076923077,0.181488203,0.125,0.2,0,0.136054422,0,0.08,0.315789474,0.107758621,0.137931034,0,0.242130751,0.198412698,0.203389831,0.049677099,0.06779661,0.126103405,2.028651908,4.254534488,1.539694697,3.717272319,1.346197926,6.742395507,2.83505535,5.194608717,2.88312468,3.603484112,2.29531667,1.196870189,3.953542103,2.924101983,0.276698392,2.30840313,3.900272797,5.256633745,0.552986251,1.004692812,2.549961099,0.931695004,1.229066944,0.323939585,1.934522317,1.296143663,3.988003558,2.527634857,1.574726744,3.97808497,1.690957917,3.155271014,1.796537411,0.157057696,0.148832558,3.548042137,1.600048342,0.852,2.556,1.787,1.739,1.523,0.671,1.655,1.762,0.181,1.818,1.575,1.749,1
